emotion,category,title,description,imageUrl,contentUrl
기쁨,BOOK,곰돌이 푸 - 행복한 일은 매일 있어,큰 행복은 아닐지라도, 우리 곁엔 항상 작은 기쁨들이 숨어있다는 걸 알려주는 책이에요.,https://image.aladin.co.kr/product/13565/62/cover500/k262532488_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=135656244
기쁨,BOOK,어린 왕자,순수한 기쁨과 삶의 소중함을 다시금 깨닫게 해주는 아름다운 이야기입니다.,https://image.aladin.co.kr/product/610/97/cover500/8932909470_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=610977
기쁨,ACTIVITY,데스크테리어 정돈하기,소중한 장비들과 함께하는 공간을 더 예쁘게 꾸며보세요. 깨끗한 환경이 기분을 더 맑게 해줄 거예요.,,
기쁨,ACTIVITY,동네 카페 투어,평소 가보고 싶었던 예쁜 카페에서 나를 위한 작은 사치를 즐겨보세요.,,
기쁨,HOBBY,나만의 100 줄 코드 챌린지,오늘의 기쁜 에너지를 모아 작지만 유용한 기능을 직접 구현해 보는 건 어떨까요? 성취감이 두 배가 될 거예요.,,
기쁨,HOBBY,일회용 카메라로 일상 담기,행복한 오늘의 장면들을 아날로그 감성으로 기록해 보세요. 인화할 때의 설렘이 기다려질 거예요.,,
슬픔,MUSIC,잔잔한 인디/어쿠스틱,지친 마음을 따뜻하게 어루만져 주는 위로의 음악,https://img.youtube.com/vi/5GJWxD4ykys/0.jpg,https://www.youtube.com/watch?v=5GJWxD4ykys
슬픔,MUSIC,위로가 되는 발라드 모음,마음이 상했을 때 듣는 따뜻한 발라드들,https://img.youtube.com/vi/kLpHh6tW0FM/0.jpg,https://www.youtube.com/watch?v=kLpHh6tW0FM
슬픔,MUSIC,마음 치유되는 음악,슬픔을 함께 나누어 주는 잔잔한 멜로디,https://img.youtube.com/vi/lX3qGqZ8vKs/0.jpg,https://www.youtube.com/watch?v=lX3qGqZ8vKs
슬픔,MUSIC,우울할 때 듣는 노래,어두운 감정을 가볍게 해주는 음악,https://img.youtube.com/vi/9bZkp7q19f0/0.jpg,https://www.youtube.com/watch?v=9bZkp7q19f0
슬픔,MUSIC,차분한 위로 음악,마음이 복잡할 때 듣는 차분한 선율,https://img.youtube.com/vi/5qap5aO4i9A/0.jpg,https://www.youtube.com/watch?v=5qap5aO4i9A
슬픔,MUSIC,포근한 밤의 노래,어두운 밤을 따뜻하게 감싸주는 음악,https://img.youtube.com/vi/jfKfPfyJRdk/0.jpg,https://www.youtube.com/watch?v=jfKfPfyJRdk
슬픔,MUSIC,마음이 편안해지는 어쿠스틱,아코우스틱 기타의 따뜻한 음색,https://img.youtube.com/vi/hFZFjoX2cGg/0.jpg,https://www.youtube.com/watch?v=hFZFjoX2cGg
슬픔,MUSIC,토닥토닥 위로 음악,작은 위로가 필요한 날 듣는 곡들,https://img.youtube.com/vi/Y2V4yG1Yc3s/0.jpg,https://www.youtube.com/watch?v=Y2V4yG1Yc3s
슬픔,MUSIC,감성 발라드 모음,눈물이 나게 하는 감성적인 발라드,https://img.youtube.com/vi/09R8_2nJtjg/0.jpg,https://www.youtube.com/watch?v=09R8_2nJtjg
슬픔,MUSIC,마음 정화되는 피아노,슬픔을 정화해주는 잔잔한 피아노곡,https://img.youtube.com/vi/OPf0YbXqDm0/0.jpg,https://www.youtube.com/watch?v=OPf0YbXqDm0
슬픔,HOBBY,다이어리 꾸미기,따뜻한 차 한 잔과 함께 내 감정을 다이어리에 쏟아내 보세요.,,
슬픔,ACTIVITY,이불 속 휴식,포근한 이불 속에서 좋아하는 간식을 먹으며 푹 쉬어가는 시간,,
슬픔,MOVIE,인사이드 아웃,슬픔이라는 감정이 우리에게 주는 진짜 의미를 찾아가는 여정,https://upload.wikimedia.org/wikipedia/ko/c/c5/%EC%9D%B8%EC%82%AC%EC%9D%B4%EB%93%9C_%EC%95%84%EC%9B%83_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg,
슬픔,BOOK,보편적인 시간,누구에게나 찾아오는 슬픔에 대한 따뜻한 위로의 에세이,,
슬픔,MOVIE,미드나잇 인 파리,환상적이고 차분한 분위기의 영화로 마음을 편안하게,https://upload.wikimedia.org/wikipedia/ko/9/9a/Midnight_in_Paris_poster.jpg,
슬픔,BOOK,마음의 기술,불안한 마음을 다스리는 실용적인 심리학 가이드,,
슬픔,ACTIVITY,산책,자연 속을 천천히 걸으며 마음을 정리하는 시간,,
슬픔,HOBBY,명상과 호흡 운동,깊은 호흡과 명상으로 불안한 마음을 가라앉혀 보세요,,
슬픔,MOVIE,월-E,작은 로봇의 따뜻한 이야기가 힘을 줍니다,https://upload.wikimedia.org/wikipedia/ko/3/3e/WALL-E_poster.jpg,
슬픔,BOOK,작은 것들을 위한 시,사소한 행복에 주목하게 하는 시집,,
분노,MUSIC,록/메탈 히트곡 모음,분노를 시원하게 발산할 수 있는 고음질 록 음악,https://img.youtube.com/vi/1w7OgIMMRc4/0.jpg,https://www.youtube.com/watch?v=1w7OgIMMRc4
분노,MUSIC,스트레스 해소 팝송,분노를 날려버리는 시원한 팝송,https://img.youtube.com/vi/5qap5aO4i9A/0.jpg,https://www.youtube.com/watch?v=5qap5aO4i9A
분노,MUSIC,드라이브 갈 때 듣는 노래,운전하며 스트레스를 풀기 좋은 음악,https://img.youtube.com/vi/jfKfPfyJRdk/0.jpg,https://www.youtube.com/watch?v=jfKfPfyJRdk
분노,MUSIC,복잡한 생각을 비워주는 음악,머리를 맑게 해주는 강렬한 리듬,https://img.youtube.com/vi/hFZFjoX2cGg/0.jpg,https://www.youtube.com/watch?v=hFZFjoX2cGg
분노,MUSIC,마음 정화되는 노래,분노를 정화해주는 파워풀한 곡들,https://img.youtube.com/vi/Y2V4yG1Yc3s/0.jpg,https://www.youtube.com/watch?v=Y2V4yG1Yc3s
분노,MUSIC,청량한 여름 노래,더운 여름에 듣기 좋은 시원한 음악,https://img.youtube.com/vi/09R8_2nJtjg/0.jpg,https://www.youtube.com/watch?v=09R8_2nJtjg
분노,MUSIC,차분해지는 재즈,분노를 차분하게 가라앉히는 재즈,https://img.youtube.com/vi/OPf0YbXqDm0/0.jpg,https://www.youtube.com/watch?v=OPf0YbXqDm0
분노,MUSIC,마음이 맑아지는 음악,복잡한 마음을 정화해주는 음악,https://img.youtube.com/vi/ktvTqknxDm0/0.jpg,https://www.youtube.com/watch?v=ktvTqknxDm0
분노,MUSIC,스트레스가 확 풀리는 팝송,힘든 하루를 마무리하는 시원한 팝송,https://img.youtube.com/vi/2Vv-BfVoq4g/0.jpg,https://www.youtube.com/watch?v=2Vv-BfVoq4g
분노,MUSIC,답답할 때 듣는 노래,마음이 답답할 때 듣는 청량한 음악,https://img.youtube.com/vi/7PCkvCPvDXk/0.jpg,https://www.youtube.com/watch?v=7PCkvCPvDXk
분노,HOBBY,클레이 아뜨,점토를 주물러가며 스트레스를 해소하는 창의적인 취미,,
분노,ACTIVITY,격렬한 운동,-boxing, 인터벌 트레이닝 등 몸을 움직이며 분노를 날려버리자!,,
분노,MOVIE,조커,내면의 분노와 사회적 갈등을 강렬하게 표현한 영화,https://upload.wikimedia.org/wikipedia/ko/d/d1/Joker_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg,
분노,BOOK,분노의 포도,사회적 불평등에 대한 분노를 문학적으로 풀어낸 고전,,
분노,MOVIE,라라랜드,음악과 꿈, 그리고 사랑이 넘치는 눈과 귀가 즐거운 영화,https://upload.wikimedia.org/wikipedia/ko/3/3a/%EB%9D%BC%EB%9D%BC%EB%9E%9C%EB%93%9C_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg,
분노,BOOK,아주 작은 습관의 힘,긍정적인 에너지를 모아 새로운 목표를 세우기 좋은 책,,
분노,ACTIVITY,한강 피크닉,날씨 좋은 날 친구들과 예쁜 돗자리를 펴고 피크닉 어때요?,,
분노,HOBBY,새로운 요리 도전,기분 좋은 날, 평소 안 해본 특별한 요리를 만들어 보세요.,,
분노,MOVIE,어바웃 타임,매 순간의 소중함을 일깨워주는 따뜻한 영화예요. 지금 느끼는 행복을 더 깊이 음미해 보세요.,https://upload.wikimedia.org/wikipedia/ko/e/e1/About_Time_Poster.jpg,https://www.netflix.com/title/70261674
분노,BOOK,곰돌이 푸 - 행복한 일은 매일 있어,큰 행복은 아닐지라도, 우리 곁엔 항상 작은 기쁨들이 숨어있다는 걸 알려주는 책이에요.,https://image.aladin.co.kr/product/13565/62/cover500/k262532488_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=135656244
불안,MUSIC,바이올린/클래식 명곡,차분한 선율이 마음을 진정시켜 주는 클래식 모음,https://img.youtube.com/vi/lX3qGqZ8vKs/0.jpg,https://www.youtube.com/watch?v=lX3qGqZ8vKs
불안,MUSIC,수면 음악,불안감을 낮춰주는 잔잔한 수면 음악,https://img.youtube.com/vi/5qap5aO4i9A/0.jpg,https://www.youtube.com/watch?v=5qap5aO4i9A
불안,MUSIC,힐링 주파수,마음의 안정을 찾아주는 힐링 주파수,https://img.youtube.com/vi/jfKfPfyJRdk/0.jpg,https://www.youtube.com/watch?v=jfKfPfyJRdk
불안,MUSIC,지브리 OST,안정감을 주는 아름다운 영화 음악,https://img.youtube.com/vi/hFZFjoX2cGg/0.jpg,https://www.youtube.com/watch?v=hFZFjoX2cGg
불안,MUSIC,릴랙스되는 재즈,차분하게 릴랙스되는 부드러운 재즈,https://img.youtube.com/vi/Y2V4yG1Yc3s/0.jpg,https://www.youtube.com/watch?v=Y2V4yG1Yc3s
불안,MUSIC,따뜻한 차 한 잔과 어울리는 노래,아름다운 선율과 함께 하는 따뜻한 차 시간,https://img.youtube.com/vi/09R8_2nJtjg/0.jpg,https://www.youtube.com/watch?v=09R8_2nJtjg
불안,MUSIC,마음 안정되는 클래식,불안을 진정시켜주는 고전 음악,https://img.youtube.com/vi/OPf0YbXqDm0/0.jpg,https://www.youtube.com/watch?v=OPf0YbXqDm0
불안,MUSIC,불안할 때 듣는 잔잔한 음악,마음이 불안할 때 듣기 좋은 곡들,https://img.youtube.com/vi/ktvTqknxDm0/0.jpg,https://www.youtube.com/watch?v=ktvTqknxDm0
불안,MUSIC,편안한 수면 음악,깊은 잠을 위한 편안한 음악,https://img.youtube.com/vi/2Vv-BfVoq4g/0.jpg,https://www.youtube.com/watch?v=2Vv-BfVoq4g
불안,MUSIC,차분한 피아노 곡,마음이 차분해지는 아름다운 피아노곡,https://img.youtube.com/vi/7PCkvCPvDXk/0.jpg,https://www.youtube.com/watch?v=7PCkvCPvDXk
불안,HOBBY,명상과 호흡 운동,깊은 호흡과 명상으로 불안한 마음을 가라앉혀 보세요,,
불안,ACTIVITY,산책,자연 속을 천천히 걸으며 마음을 정리하는 시간,,
불안,MOVIE,미드나잇 인 파리,환상적이고 차분한 분위기의 영화로 마음을 편안하게,https://upload.wikimedia.org/wikipedia/ko/9/9a/Midnight_in_Paris_poster.jpg,
불안,BOOK,마음의 기술,불안한 마음을 다스리는 실용적인 심리학 가이드,,
불안,MOVIE,인사이드 아웃,슬픔이라는 감정이 우리에게 주는 진짜 의미를 찾아가는 여정,https://upload.wikimedia.org/wikipedia/ko/c/c5/%EC%9D%B8%EC%82%AC%EC%9D%B4%EB%93%9C_%EC%95%84%EC%9B%83_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg,
불안,BOOK,보편적인 시간,누구에게나 찾아오는 슬픔에 대한 따뜻한 위로의 에세이,,
불안,ACTIVITY,이불 속 휴식,포근한 이불 속에서 좋아하는 간식을 먹으며 푹 쉬어가는 시간,,
불안,HOBBY,다이어리 꾸미기,따뜻한 차 한 잔과 함께 내 감정을 다이어리에 쏟아내 보세요.,,
불안,MOVIE,월-E,작은 로봇의 따뜻한 이야기가 힘을 줍니다,https://upload.wikimedia.org/wikipedia/ko/3/3e/WALL-E_poster.jpg,
불안,BOOK,작은 것들을 위한 시,사소한 행복에 주목하게 하는 시집,,
무기력,MUSIC,부드러운 재즈 플레이리스트,가벼운 리듬으로 은은하게 에너지를 채우는 재즈,https://img.youtube.com/vi/1w7OgIMMRc4/0.jpg,https://www.youtube.com/watch?v=1w7OgIMMRc4
무기력,MUSIC,에너지 충전 음악,무기력할 때 듣기 좋은 업템포 음악,https://img.youtube.com/vi/5qap5aO4i9A/0.jpg,https://www.youtube.com/watch?v=5qap5aO4i9A
무기력,MUSIC,아침을 상쾌하게 깨우는 노래,새로운 하루를 시작하는 상쾌한 음악,https://img.youtube.com/vi/jfKfPfyJRdk/0.jpg,https://www.youtube.com/watch?v=jfKfPfyJRdk
무기력,MUSIC,텐션 올리기 좋은 노래,기분 전환에 좋은 신나는 곡들,https://img.youtube.com/vi/hFZFjoX2cGg/0.jpg,https://www.youtube.com/watch?v=hFZFjoX2cGg
무기력,MUSIC,무기력 탈출 플레이리스트,무기력을 극복하는 데 도움이 되는 음악,https://img.youtube.com/vi/Y2V4yG1Yc3s/0.jpg,https://www.youtube.com/watch?v=Y2V4yG1Yc3s
무기력,MUSIC,활기찬 아침 노래,아침에 듣기 좋은 활기찬 음악,https://img.youtube.com/vi/09R8_2nJtjg/0.jpg,https://www.youtube.com/watch?v=09R8_2nJtjg
무기력,MUSIC,운동할 때 듣는 신나는 노래,운동하며 에너지를 충전하는 음악,https://img.youtube.com/vi/OPf0YbXqDm0/0.jpg,https://www.youtube.com/watch?v=OPf0YbXqDm0
무기력,MUSIC,기분 전환 좋은 업템포,마음의 전환을 도와주는 빠른 곡들,https://img.youtube.com/vi/ktvTqknxDm0/0.jpg,https://www.youtube.com/watch?v=ktvTqknxDm0
무기력,MUSIC,동기부여 되는 팝송,동기부여가 되는 파워풀한 팝송,https://img.youtube.com/vi/2Vv-BfVoq4g/0.jpg,https://www.youtube.com/watch?v=2Vv-BfVoq4g
무기력,MUSIC,에너지가 뿜뿜하는 노동요,힘든 일을 할 때 듣기 좋은 노동요,https://img.youtube.com/vi/7PCkvCPvDXk/0.jpg,https://www.youtube.com/watch?v=7PCkvCPvDXk
무기력,HOBBY,식물 키우기,작은 생명체를 돌보며 은은한 성취감을 느껴보세요,,
무기력,ACTIVITY,일기 쓰기,오늘의 감정을 적으며 마음의 짐을 내려놓는 시간,,
무기력,MOVIE,월-E,작은 로봇의 따뜻한 이야기가 힘을 줍니다,https://upload.wikimedia.org/wikipedia/ko/3/3e/WALL-E_poster.jpg,
무기력,BOOK,작은 것들을 위한 시,사소한 행복에 주목하게 하는 시집,,
무기력,MOVIE,라라랜드,음악과 꿈, 그리고 사랑이 넘치는 눈과 귀가 즐거운 영화,https://upload.wikimedia.org/wikipedia/ko/3/3a/%EB%9D%BC%EB%9D%BC%EB%9E%9C%EB%93%9C_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg,
무기력,BOOK,아주 작은 습관의 힘,긍정적인 에너지를 모아 새로운 목표를 세우기 좋은 책,,
무기력,ACTIVITY,한강 피크닉,날씨 좋은 날 친구들과 예쁜 돗자리를 펴고 피크닉 어때요?,,
무기력,HOBBY,새로운 요리 도전,기분 좋은 날, 평소 안 해본 특별한 요리를 만들어 보세요.,,
무기력,MOVIE,어바웃 타임,매 순간의 소중함을 일깨워주는 따뜻한 영화예요. 지금 느끼는 행복을 더 깊이 음미해 보세요.,https://upload.wikimedia.org/wikipedia/ko/e/e1/About_Time_Poster.jpg,https://www.netflix.com/title/70261674
무기력,BOOK,곰돌이 푸 - 행복한 일은 매일 있어,큰 행복은 아닐지라도, 우리 곁엔 항상 작은 기쁨들이 숨어있다는 걸 알려주는 책이에요.,https://image.aladin.co.kr/product/13565/62/cover500/k262532488_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=135656244
